pokemon_1,pokemon_2,type_eff_1_to_2,type_eff_2_to_1,stat_sum_1,stat_sum_2,score_1,score_2,winner
miltank,aron,0.0625,1.0,490,330,30.625,330.0,aron
fearow,throh,2.0,1.0,442,465,884.0,465.0,fearow
dugtrio,ledian,0.0,1.0,405,390,0.0,390.0,ledian
sharpedo,larvesta,2.0,1.0,460,360,920.0,360.0,sharpedo
yamask,galvantula,1.0,0.5,303,472,303.0,236.0,yamask
snubbull,makuhita,2.0,1.0,300,237,600.0,237.0,snubbull
bronzong,unfezant,1.0,0.25,500,488,500.0,122.0,bronzong
drowzee,nuzleaf,0.0,2.0,328,340,0.0,680.0,nuzleaf
qwilfish,spoink,1.0,2.0,430,330,430.0,660.0,spoink
poliwhirl,torkoal,2.0,0.5,385,470,770.0,235.0,poliwhirl
lanturn,metagross,1.0,0.25,460,600,460.0,150.0,lanturn
golduck,vivillon,1.0,1.0,500,411,500.0,411.0,golduck
suicune,skuntank,1.0,1.0,580,479,580.0,479.0,suicune
scyther,mandibuzz,1.0,2.0,500,510,500.0,1020.0,mandibuzz
sunflora,beldum,0.25,1.0,425,300,106.25,300.0,beldum
sudowoodo,cherrim,1.0,1.0,410,450,410.0,450.0,cherrim
pidgeot,gliscor,1.0,0.0,479,510,479.0,0.0,pidgeot
buneary,florges,1.0,1.0,350,552,350.0,552.0,florges
espeon,simipour,1.0,1.0,525,498,525.0,498.0,espeon
delibird,purugly,1.0,1.0,330,452,330.0,452.0,purugly
nosepass,drifloon,0.0,0.0,375,348,0.0,0.0,drifloon
qwilfish,barboach,0.5,1.0,430,288,215.0,288.0,barboach
nidoking,slakoth,1.0,1.0,505,280,505.0,280.0,nidoking
machoke,electabuzz,2.0,1.0,405,490,810.0,490.0,machoke
eevee,omanyte,0.25,1.0,325,355,81.25,355.0,omanyte
gulpin,budew,1.0,0.5,302,280,302.0,140.0,gulpin
cranidos,stunfisk,0.5,2.0,350,471,175.0,942.0,stunfisk
jynx,sudowoodo,1.0,2.0,455,410,455.0,820.0,sudowoodo
beldum,beheeyem,0.5,0.125,300,485,150.0,60.625,beldum
meowth,dusclops,0.0,0.0,290,455,0.0,0.0,dusclops
skitty,groudon,1.0,1.0,260,670,260.0,670.0,groudon
goldeen,jynx,1.0,0.5,320,455,320.0,227.5,goldeen
ducklett,reshiram,1.0,0.5,305,680,305.0,340.0,reshiram
smeargle,barboach,1.0,1.0,250,288,250.0,288.0,barboach
nidoqueen,smoochum,1.0,4.0,505,305,505.0,1220.0,smoochum
empoleon,cherrim,0.5,0.5,530,450,265.0,225.0,empoleon
caterpie,zangoose,1.0,1.0,195,458,195.0,458.0,zangoose
weepinbell,roserade,0.5,0.5,390,515,195.0,257.5,roserade
golbat,elekid,0.5,2.0,455,360,227.5,720.0,elekid
wooper,sealeo,0.5,1.0,210,410,105.0,410.0,sealeo
moltres,jumpluff,4.0,0.25,580,460,2320.0,115.0,moltres
mantine,vanillish,1.0,1.0,465,395,465.0,395.0,mantine
bayleef,illumise,0.5,2.0,405,400,202.5,800.0,illumise
lairon,snivy,1.0,0.25,430,308,430.0,77.0,lairon
clefable,bastiodon,0.125,2.0,483,495,60.375,990.0,bastiodon
wooper,sawk,1.0,1.0,210,465,210.0,465.0,sawk
nosepass,wailord,1.0,1.0,375,500,375.0,500.0,wailord
metagross,glameow,1.0,0.25,600,310,600.0,77.5,metagross
tyrogue,krookodile,2.0,0.5,210,519,420.0,259.5,tyrogue
mantyke,pansage,1.0,1.0,345,316,345.0,316.0,mantyke
garchomp,heatran,2.0,0.5,600,600,1200.0,300.0,garchomp
sawsbuck,espurr,1.0,1.0,475,355,475.0,355.0,sawsbuck
tyranitar,shuppet,2.0,0.25,600,295,1200.0,73.75,tyranitar
skuntank,zekrom,1.0,1.0,479,680,479.0,680.0,zekrom
octillery,azurill,1.0,1.0,480,190,480.0,190.0,octillery
miltank,diancie,0.25,1.0,490,600,122.5,600.0,diancie
kabutops,delibird,4.0,0.25,495,330,1980.0,82.5,kabutops
shellder,linoone,1.0,1.0,305,420,305.0,420.0,linoone
regirock,shinx,1.0,0.5,580,263,580.0,131.5,regirock
kricketot,bouffalant,1.0,1.0,194,490,194.0,490.0,bouffalant
feraligatr,jumpluff,0.5,2.0,530,460,265.0,920.0,jumpluff
wigglytuff,lumineon,1.0,1.0,435,460,435.0,460.0,lumineon
yanma,magnezone,0.125,2.0,390,535,48.75,1070.0,magnezone
paras,omastar,4.0,1.0,285,495,1140.0,495.0,paras
bellossom,swadloon,0.25,1.0,490,380,122.5,380.0,swadloon
beedrill,regice,1.0,1.0,395,580,395.0,580.0,regice
furret,skiploom,1.0,1.0,415,340,415.0,340.0,furret
plusle,grotle,0.5,1.0,405,405,202.5,405.0,grotle
cherubi,purugly,1.0,1.0,275,452,275.0,452.0,purugly
pupitar,emboar,2.0,1.0,410,528,820.0,528.0,pupitar
patrat,fletchling,1.0,1.0,255,278,255.0,278.0,fletchling
huntail,beartic,1.0,0.5,485,485,485.0,242.5,huntail
kingler,ledian,1.0,1.0,475,390,475.0,390.0,kingler
nidorina,marshtomp,0.5,2.0,365,405,182.5,810.0,marshtomp
hoppip,tyrunt,0.5,2.0,250,362,125.0,724.0,tyrunt
meganium,solosis,1.0,1.0,525,290,525.0,290.0,meganium
omanyte,grovyle,0.5,2.0,355,405,177.5,810.0,grovyle
yanmega,blitzle,0.5,2.0,515,295,257.5,590.0,blitzle
probopass,goodra,1.0,0.125,525,600,525.0,75.0,probopass
barbaracle,goodra,0.5,0.5,500,600,250.0,300.0,goodra
lotad,glameow,1.0,1.0,220,310,220.0,310.0,glameow
poliwag,machamp,1.0,2.0,300,505,300.0,1010.0,machamp
musharna,furfrou,1.0,1.0,487,472,487.0,472.0,musharna
mew,luxio,1.0,1.0,600,363,600.0,363.0,mew
seaking,archeops,1.0,1.0,450,567,450.0,567.0,archeops
manaphy,pawniard,0.5,0.5,600,340,300.0,170.0,manaphy
tentacool,gigalith,1.0,1.0,335,515,335.0,515.0,gigalith
raticate,doduo,1.0,1.0,413,310,413.0,310.0,raticate
kricketot,lucario,0.125,1.0,194,525,24.25,525.0,lucario
registeel,herdier,1.0,0.25,580,370,580.0,92.5,registeel
purrloin,palpitoad,1.0,1.0,281,384,281.0,384.0,palpitoad
swampert,manectric,2.0,0.0,535,475,1070.0,0.0,swampert
tyranitar,beheeyem,2.0,0.0,600,485,1200.0,0.0,tyranitar
poliwhirl,girafarig,1.0,1.0,385,455,385.0,455.0,girafarig
blaziken,zebstrika,2.0,1.0,530,497,1060.0,497.0,blaziken
flareon,servine,2.0,0.5,525,413,1050.0,206.5,flareon
blissey,amaura,0.25,1.0,540,362,135.0,362.0,amaura
butterfree,cinccino,1.0,1.0,395,470,395.0,470.0,cinccino
porygon-z,excadrill,0.25,1.0,535,508,133.75,508.0,excadrill
camerupt,chatot,0.0,1.0,460,411,0.0,411.0,chatot
seel,mothim,1.0,1.0,325,424,325.0,424.0,mothim
swalot,tranquill,1.0,1.0,467,358,467.0,358.0,swalot
cloyster,rhydon,8.0,2.0,525,485,4200.0,970.0,cloyster
vigoroth,yanmega,1.0,1.0,440,515,440.0,515.0,yanmega
spearow,vanillish,1.0,2.0,262,395,262.0,790.0,vanillish
volbeat,delphox,1.0,2.0,400,534,400.0,1068.0,delphox
beldum,infernape,1.0,2.0,300,534,300.0,1068.0,infernape
crustle,vanilluxe,2.0,0.5,475,535,950.0,267.5,crustle
smeargle,smoochum,1.0,1.0,250,305,250.0,305.0,smoochum
dustox,uxie,2.0,2.0,385,580,770.0,1160.0,uxie
illumise,simisear,0.5,2.0,400,498,200.0,996.0,simisear
hitmonchan,slowking,0.5,2.0,455,490,227.5,980.0,slowking
fearow,starly,1.0,1.0,442,245,442.0,245.0,fearow
raikou,munchlax,1.0,1.0,580,390,580.0,390.0,raikou
feraligatr,conkeldurr,1.0,2.0,530,505,530.0,1010.0,conkeldurr
smoochum,dewott,0.5,1.0,305,413,152.5,413.0,dewott
abomasnow,garbodor,1.0,2.0,494,474,494.0,948.0,garbodor
ledian,luxray,0.5,2.0,390,523,195.0,1046.0,luxray
aipom,pineco,1.0,1.0,360,290,360.0,290.0,aipom
natu,flygon,1.0,0.0,320,520,320.0,0.0,natu
charmander,linoone,1.0,1.0,309,420,309.0,420.0,linoone
xatu,rayquaza,1.0,1.0,470,680,470.0,680.0,rayquaza
gothitelle,trevenant,0.0,0.0,490,474,0.0,0.0,trevenant
xatu,shiftry,0.0,1.0,470,480,0.0,480.0,shiftry
cyndaquil,gardevoir,1.0,0.5,309,518,309.0,259.0,cyndaquil
machoke,mamoswine,2.0,1.0,405,530,810.0,530.0,machoke
seedot,emolga,0.5,1.0,220,428,110.0,428.0,emolga
tentacruel,spinda,1.0,1.0,515,360,515.0,360.0,tentacruel
pansear,scolipede,2.0,0.5,316,485,632.0,242.5,pansear
golurk,amaura,2.0,1.0,483,362,966.0,362.0,golurk
glalie,clawitzer,0.5,1.0,480,500,240.0,500.0,clawitzer
muk,pidove,1.0,1.0,500,264,500.0,264.0,muk
venipede,ferrothorn,0.0,0.5,260,489,0.0,244.5,ferrothorn
delibird,altaria,4.0,1.0,330,490,1320.0,490.0,delibird
arbok,cryogonal,1.0,1.0,438,485,438.0,485.0,cryogonal
victini,escavalier,2.0,0.5,600,495,1200.0,247.5,victini
infernape,electivire,2.0,1.0,534,540,1068.0,540.0,infernape
cryogonal,yveltal,2.0,1.0,485,680,970.0,680.0,cryogonal
swampert,weavile,1.0,1.0,535,510,535.0,510.0,swampert
caterpie,lileep,1.0,1.0,195,355,195.0,355.0,lileep
lileep,trubbish,1.0,0.5,355,329,355.0,164.5,lileep
illumise,hawlucha,0.25,2.0,400,500,100.0,1000.0,hawlucha
miltank,ludicolo,1.0,1.0,490,480,490.0,480.0,miltank
bunnelby,amaura,0.25,1.0,237,362,59.25,362.0,amaura
porygon,cranidos,0.25,1.0,395,350,98.75,350.0,cranidos
mandibuzz,reshiram,1.0,1.0,510,680,510.0,680.0,reshiram
nincada,dedenne,1.0,0.0,266,431,266.0,0.0,nincada
horsea,azumarill,0.5,0.5,295,420,147.5,210.0,azumarill
dratini,arceus,1.0,1.0,300,720,300.0,720.0,arceus
wingull,lampent,2.0,0.5,270,370,540.0,185.0,wingull
toxicroak,sawsbuck,4.0,1.0,490,475,1960.0,475.0,toxicroak
steelix,zekrom,1.0,0.0,510,680,510.0,0.0,steelix
conkeldurr,litwick,0.0,0.0,505,275,0.0,0.0,litwick
floatzel,ferrothorn,0.25,1.0,495,489,123.75,489.0,ferrothorn
grimer,stunfisk,0.5,2.0,325,471,162.5,942.0,stunfisk
totodile,reuniclus,1.0,1.0,314,490,314.0,490.0,reuniclus
slowbro,croconaw,0.5,0.5,490,405,245.0,202.5,slowbro
octillery,noibat,0.5,1.0,480,245,240.0,245.0,noibat
pachirisu,amaura,0.5,1.0,405,362,202.5,362.0,amaura
granbull,swinub,1.0,1.0,450,250,450.0,250.0,granbull
shelmet,heliolisk,1.0,1.0,305,481,305.0,481.0,heliolisk
pelipper,drifloon,1.0,1.0,430,348,430.0,348.0,pelipper
glameow,foongus,1.0,1.0,310,294,310.0,294.0,glameow
vaporeon,combusken,2.0,1.0,525,405,1050.0,405.0,vaporeon
magneton,elgyem,1.0,0.25,465,335,465.0,83.75,magneton
seviper,heatmor,1.0,1.0,458,484,458.0,484.0,heatmor
sunkern,darumaka,0.5,2.0,180,315,90.0,630.0,darumaka
kabuto,goomy,0.5,0.5,355,300,177.5,150.0,kabuto
tyranitar,frogadier,1.0,1.0,600,405,600.0,405.0,tyranitar
typhlosion,swalot,1.0,1.0,534,467,534.0,467.0,typhlosion
rapidash,hoothoot,1.0,1.0,500,262,500.0,262.0,rapidash
rapidash,woobat,1.0,1.0,500,313,500.0,313.0,rapidash
rotom,accelgor,0.0,0.0,440,495,0.0,0.0,accelgor
umbreon,samurott,1.0,1.0,525,528,525.0,528.0,samurott
swadloon,zekrom,0.5,0.5,380,680,190.0,340.0,zekrom
grotle,watchog,1.0,1.0,405,420,405.0,420.0,watchog
vespiquen,manaphy,1.0,1.0,474,600,474.0,600.0,manaphy
camerupt,cinccino,1.0,1.0,460,470,460.0,470.0,cinccino
sealeo,litwick,1.0,1.0,410,275,410.0,275.0,sealeo
ledyba,blaziken,0.5,0.5,265,530,132.5,265.0,blaziken
spearow,blaziken,2.0,1.0,262,530,524.0,530.0,blaziken
starly,virizion,4.0,0.5,245,580,980.0,290.0,starly
accelgor,noibat,0.5,2.0,495,245,247.5,490.0,noibat
electabuzz,skorupi,1.0,1.0,490,330,490.0,330.0,electabuzz
arbok,swanna,1.0,1.0,438,473,438.0,473.0,swanna
graveler,simipour,1.0,2.0,390,498,390.0,996.0,simipour
jolteon,munchlax,1.0,1.0,525,390,525.0,390.0,jolteon
taillow,pansear,1.0,1.0,270,316,270.0,316.0,pansear
squirtle,liepard,1.0,1.0,314,446,314.0,446.0,liepard
shelgon,liepard,1.0,1.0,420,446,420.0,446.0,liepard
scolipede,fennekin,0.5,2.0,485,307,242.5,614.0,fennekin
gastrodon,elgyem,1.0,1.0,475,335,475.0,335.0,gastrodon
koffing,kricketune,1.0,0.5,340,384,340.0,192.0,koffing
kakuna,articuno,0.5,2.0,205,580,102.5,1160.0,articuno
venusaur,litwick,0.25,2.0,525,275,131.25,550.0,litwick
magnezone,glaceon,2.0,0.25,535,525,1070.0,131.25,magnezone
drifloon,snivy,0.0,0.0,348,308,0.0,0.0,snivy
shellder,eevee,1.0,1.0,305,325,305.0,325.0,eevee
paras,noctowl,0.25,4.0,285,442,71.25,1768.0,noctowl
cyndaquil,gigalith,0.25,2.0,309,515,77.25,1030.0,gigalith
lairon,ferrothorn,0.25,1.0,430,489,107.5,489.0,ferrothorn
mareep,electrike,0.5,0.5,280,295,140.0,147.5,electrike
golem,aipom,1.0,0.25,495,360,495.0,90.0,golem
squirtle,yanmega,1.0,1.0,314,515,314.0,515.0,yanmega
luvdisc,scatterbug,1.0,1.0,330,200,330.0,200.0,luvdisc
drowzee,skiploom,1.0,1.0,328,340,328.0,340.0,skiploom
mareep,ralts,1.0,1.0,280,198,280.0,198.0,mareep
emboar,clauncher,1.0,2.0,528,330,528.0,660.0,clauncher
growlithe,delibird,2.0,0.5,350,330,700.0,165.0,growlithe
aipom,kyurem,1.0,1.0,360,660,360.0,660.0,kyurem
flareon,houndour,0.5,0.5,525,330,262.5,165.0,flareon
shedinja,simisage,0.0,0.0,236,498,0.0,0.0,simisage
vaporeon,amaura,1.0,0.5,525,362,525.0,181.0,vaporeon
jynx,zigzagoon,1.0,1.0,455,240,455.0,240.0,jynx
porygon,pupitar,0.25,1.0,395,410,98.75,410.0,pupitar
ninetales,pignite,0.5,1.0,505,418,252.5,418.0,pignite
pidgeot,mareep,0.5,2.0,479,280,239.5,560.0,mareep
sceptile,snivy,0.5,0.5,530,308,265.0,154.0,sceptile
noctowl,plusle,0.5,2.0,442,405,221.0,810.0,plusle
rampardos,sandile,0.5,2.0,495,292,247.5,584.0,sandile
lilligant,chespin,0.5,0.5,480,313,240.0,156.5,lilligant
simisear,cinccino,1.0,1.0,498,470,498.0,470.0,simisear
clefairy,chatot,1.0,1.0,323,411,323.0,411.0,chatot
yanma,golurk,0.5,0.0,390,483,195.0,0.0,yanma
venomoth,hippowdon,0.5,1.0,450,525,225.0,525.0,hippowdon
sewaddle,heatmor,0.25,4.0,310,484,77.5,1936.0,heatmor
roselia,magmortar,0.5,2.0,400,540,200.0,1080.0,magmortar
barboach,crustle,2.0,0.5,288,475,576.0,237.5,barboach
zangoose,latios,1.0,1.0,458,600,458.0,600.0,latios
croconaw,simisear,2.0,0.5,405,498,810.0,249.0,croconaw
kangaskhan,horsea,1.0,1.0,490,295,490.0,295.0,kangaskhan
klinklang,litwick,0.0,0.0,520,275,0.0,0.0,litwick
aerodactyl,honedge,0.25,2.0,515,325,128.75,650.0,honedge
granbull,houndour,1.0,0.5,450,330,450.0,165.0,granbull
ursaring,ludicolo,1.0,1.0,500,480,500.0,480.0,ursaring
hypno,drilbur,1.0,1.0,483,328,483.0,328.0,hypno
deerling,fletchling,0.5,2.0,335,278,167.5,556.0,fletchling
shelgon,magnezone,0.25,0.5,420,535,105.0,267.5,magnezone
golduck,starly,1.0,1.0,500,245,500.0,245.0,golduck
pikachu,venipede,1.0,1.0,320,260,320.0,260.0,pikachu
spoink,ferrothorn,0.25,1.0,330,489,82.5,489.0,ferrothorn
altaria,talonflame,1.0,0.5,490,499,490.0,249.5,altaria
zubat,bellossom,4.0,0.5,245,490,980.0,245.0,zubat
wynaut,braviary,1.0,1.0,260,510,260.0,510.0,braviary
wurmple,elgyem,2.0,1.0,195,335,390.0,335.0,wurmple
meowth,seismitoad,1.0,1.0,290,509,290.0,509.0,seismitoad
staryu,swirlix,1.0,1.0,340,341,340.0,341.0,swirlix
lairon,ambipom,1.0,0.0625,430,482,430.0,30.125,lairon
golem,deino,1.0,1.0,495,300,495.0,300.0,golem
gallade,simisear,2.0,1.0,518,498,1036.0,498.0,gallade
huntail,reshiram,1.0,0.5,485,680,485.0,340.0,huntail
slurpuff,tyrantrum,1.0,0.0,480,521,480.0,0.0,slurpuff
yanmega,bouffalant,1.0,1.0,515,490,515.0,490.0,yanmega
kakuna,gurdurr,0.5,0.25,205,405,102.5,101.25,kakuna
gothitelle,tyrantrum,0.5,1.0,490,521,245.0,521.0,tyrantrum
shuckle,herdier,1.0,0.25,505,370,505.0,92.5,shuckle
registeel,binacle,0.5,0.5,580,306,290.0,153.0,registeel
clamperl,hippowdon,2.0,1.0,345,525,690.0,525.0,clamperl
raikou,shiftry,0.5,1.0,580,480,290.0,480.0,shiftry
ducklett,virizion,2.0,0.5,305,580,610.0,290.0,ducklett
magnemite,wynaut,1.0,0.25,325,260,325.0,65.0,magnemite
poliwrath,doublade,0.0,0.5,510,448,0.0,224.0,doublade
azelf,diggersby,1.0,1.0,580,423,580.0,423.0,azelf
crawdaunt,garbodor,1.0,1.0,468,474,468.0,474.0,garbodor
seadra,bunnelby,1.0,1.0,440,237,440.0,237.0,seadra
starmie,houndoom,0.0,1.0,520,500,0.0,500.0,houndoom
cleffa,emboar,1.0,1.0,218,528,218.0,528.0,emboar
celebi,munna,0.5,0.5,600,292,300.0,146.0,celebi
virizion,tyrunt,2.0,0.5,580,362,1160.0,181.0,virizion
registeel,heatran,0.125,1.0,580,600,72.5,600.0,heatran
ho-oh,fraxure,0.5,1.0,680,410,340.0,410.0,fraxure
slugma,woobat,1.0,1.0,250,313,250.0,313.0,woobat
sandile,lampent,4.0,0.5,292,370,1168.0,185.0,sandile
omanyte,azelf,1.0,0.5,355,580,355.0,290.0,omanyte
regirock,axew,1.0,0.5,580,320,580.0,160.0,regirock
ariados,treecko,4.0,0.5,390,310,1560.0,155.0,ariados
doduo,tangela,2.0,0.5,310,435,620.0,217.5,doduo
mothim,volcarona,1.0,1.0,424,550,424.0,550.0,volcarona
machoke,teddiursa,4.0,1.0,405,330,1620.0,330.0,machoke
sceptile,leavanny,0.25,1.0,530,500,132.5,500.0,leavanny
crobat,oshawott,1.0,1.0,535,308,535.0,308.0,crobat
slowbro,seaking,0.5,0.5,490,450,245.0,225.0,slowbro
salamence,alomomola,1.0,0.5,600,470,600.0,235.0,salamence
golem,vibrava,0.5,2.0,495,340,247.5,680.0,vibrava
charizard,tauros,1.0,1.0,534,490,534.0,490.0,charizard
exploud,gallade,1.0,4.0,490,518,490.0,2072.0,gallade
koffing,riolu,1.0,1.0,340,285,340.0,285.0,koffing
poliwhirl,totodile,0.5,0.5,385,314,192.5,157.0,poliwhirl
golduck,krookodile,2.0,1.0,500,519,1000.0,519.0,golduck
bibarel,klink,0.5,0.5,410,300,205.0,150.0,bibarel
qwilfish,timburr,1.0,0.5,430,305,430.0,152.5,qwilfish
camerupt,chespin,1.0,1.0,460,313,460.0,313.0,camerupt
groudon,cofagrigus,0.0,0.0,670,483,0.0,0.0,cofagrigus
floatzel,roggenrola,1.0,1.0,495,280,495.0,280.0,floatzel
igglybuff,wingull,1.0,1.0,210,270,210.0,270.0,wingull
slugma,pignite,0.5,1.0,250,418,125.0,418.0,pignite
spheal,klinklang,0.5,1.0,290,520,145.0,520.0,klinklang
clefairy,porygon2,1.0,1.0,323,515,323.0,515.0,porygon2
seaking,snorlax,1.0,1.0,450,540,450.0,540.0,snorlax
musharna,ferrothorn,0.25,1.0,487,489,121.75,489.0,ferrothorn
bellossom,avalugg,1.0,2.0,490,514,490.0,1028.0,avalugg
bastiodon,lillipup,1.0,0.0625,495,275,495.0,17.1875,bastiodon
latias,spewpa,1.0,2.0,600,213,600.0,426.0,latias
poliwag,kricketune,1.0,1.0,300,384,300.0,384.0,kricketune
haunter,spheal,1.0,1.0,405,290,405.0,290.0,haunter
jolteon,minccino,1.0,1.0,525,300,525.0,300.0,jolteon
omastar,tyrogue,0.5,1.0,495,210,247.5,210.0,omastar
phanpy,tirtouga,1.0,1.0,330,355,330.0,355.0,tirtouga
blaziken,slurpuff,1.0,1.0,530,480,530.0,480.0,blaziken
magikarp,espurr,1.0,1.0,200,355,200.0,355.0,espurr
tropius,larvesta,0.5,2.0,460,360,230.0,720.0,larvesta
wobbuffet,kyogre,1.0,1.0,405,670,405.0,670.0,kyogre
spiritomb,conkeldurr,0.0,0.0,485,505,0.0,0.0,conkeldurr
meowth,porygon2,1.0,1.0,290,515,290.0,515.0,porygon2
dusclops,gigalith,0.0,0.0,455,515,0.0,0.0,gigalith
stunky,dragalge,0.5,0.5,329,494,164.5,247.0,dragalge
servine,skrelp,2.0,1.0,413,320,826.0,320.0,servine
dodrio,pineco,2.0,0.5,460,290,920.0,145.0,dodrio
bellsprout,ducklett,1.0,1.0,300,305,300.0,305.0,ducklett
hoothoot,dewott,1.0,1.0,262,413,262.0,413.0,dewott
clefable,excadrill,0.25,2.0,483,508,120.75,1016.0,excadrill
swinub,leafeon,1.0,2.0,250,525,250.0,1050.0,leafeon
rapidash,abomasnow,4.0,0.25,500,494,2000.0,123.5,rapidash
parasect,walrein,2.0,1.0,405,530,810.0,530.0,parasect
sandslash,fraxure,1.0,1.0,450,410,450.0,410.0,sandslash
graveler,barbaracle,2.0,2.0,390,500,780.0,1000.0,barbaracle
quagsire,sharpedo,0.5,1.0,430,460,215.0,460.0,sharpedo
houndoom,loudred,1.0,1.0,500,360,500.0,360.0,houndoom
ninjask,musharna,2.0,1.0,456,487,912.0,487.0,ninjask
zubat,whismur,1.0,1.0,245,240,245.0,240.0,zubat
umbreon,clauncher,1.0,1.0,525,330,525.0,330.0,umbreon
venomoth,meganium,4.0,0.5,450,525,1800.0,262.5,venomoth
feraligatr,xatu,1.0,1.0,530,470,530.0,470.0,feraligatr
politoed,bibarel,0.5,0.5,500,410,250.0,205.0,politoed
electrode,luxray,0.5,0.5,480,523,240.0,261.5,luxray
golem,froslass,2.0,2.0,495,480,990.0,960.0,golem
zubat,dragalge,0.5,0.5,245,494,122.5,247.0,dragalge
lileep,shuppet,1.0,0.5,355,295,355.0,147.5,lileep
unown,buizel,1.0,1.0,336,330,336.0,330.0,unown
whiscash,drifblim,0.0,1.0,468,498,0.0,498.0,drifblim
ducklett,klang,0.5,0.5,305,440,152.5,220.0,klang
ivysaur,fennekin,0.5,2.0,405,307,202.5,614.0,fennekin
kecleon,glalie,1.0,1.0,440,480,440.0,480.0,glalie
tauros,illumise,1.0,1.0,490,400,490.0,400.0,tauros
flaaffy,krookodile,0.0,2.0,365,519,0.0,1038.0,krookodile
froslass,goomy,0.0,0.0,480,300,0.0,0.0,goomy
grotle,simisear,0.5,2.0,405,498,202.5,996.0,simisear
ampharos,magmortar,1.0,1.0,510,540,510.0,540.0,magmortar
lilligant,axew,0.5,1.0,480,320,240.0,320.0,axew
bayleef,houndour,0.5,2.0,405,330,202.5,660.0,houndour
treecko,leafeon,0.5,0.5,310,525,155.0,262.5,leafeon
baltoy,snover,0.5,4.0,300,334,150.0,1336.0,snover
banette,alomomola,0.0,0.0,455,470,0.0,0.0,alomomola
corphish,victini,2.0,0.5,308,600,616.0,300.0,corphish
vulpix,seedot,2.0,0.5,299,220,598.0,110.0,vulpix
vigoroth,joltik,1.0,1.0,440,319,440.0,319.0,vigoroth
zubat,glameow,1.0,1.0,245,310,245.0,310.0,glameow
ledyba,whirlipede,1.0,0.5,265,360,265.0,180.0,ledyba
quilava,milotic,0.5,2.0,405,540,202.5,1080.0,milotic
piplup,fennekin,2.0,0.5,314,307,628.0,153.5,piplup
bayleef,braixen,0.5,2.0,405,409,202.5,818.0,braixen
marowak,probopass,1.0,0.5,425,525,425.0,262.5,marowak
umbreon,chesnaught,0.5,4.0,525,530,262.5,2120.0,chesnaught
voltorb,maractus,0.5,1.0,330,461,165.0,461.0,maractus
armaldo,piplup,1.0,1.0,495,314,495.0,314.0,armaldo
dunsparce,stantler,1.0,1.0,415,465,415.0,465.0,stantler
xatu,pelipper,1.0,1.0,470,430,470.0,430.0,xatu
linoone,luxio,1.0,1.0,420,363,420.0,363.0,linoone
cacturne,zekrom,0.5,0.5,475,680,237.5,340.0,zekrom
haunter,gurdurr,0.0,0.0,405,405,0.0,0.0,gurdurr
panpour,dedenne,1.0,2.0,316,431,316.0,862.0,dedenne
chespin,avalugg,1.0,2.0,313,514,313.0,1028.0,avalugg
cacnea,pachirisu,1.0,0.5,335,405,335.0,202.5,cacnea
vileplume,ambipom,1.0,1.0,490,482,490.0,482.0,vileplume
duosion,pangoro,0.0,2.0,370,495,0.0,990.0,pangoro
gardevoir,lampent,0.5,2.0,518,370,259.0,740.0,lampent
bronzor,sigilyph,0.5,0.125,300,490,150.0,61.25,bronzor
koffing,happiny,1.0,1.0,340,220,340.0,220.0,koffing
delibird,scolipede,2.0,0.5,330,485,660.0,242.5,delibird
rhyhorn,budew,1.0,1.0,345,280,345.0,280.0,rhyhorn
diglett,sewaddle,0.25,2.0,265,310,66.25,620.0,sewaddle
swablu,pawniard,0.25,1.0,310,340,77.5,340.0,pawniard
hitmontop,doublade,0.0,0.0,455,448,0.0,0.0,doublade
lapras,reuniclus,1.0,1.0,535,490,535.0,490.0,lapras
delcatty,jellicent,0.0,0.0,380,480,0.0,0.0,jellicent
marshtomp,silcoon,0.5,1.0,405,205,202.5,205.0,silcoon
ariados,arceus,1.0,1.0,390,720,390.0,720.0,arceus
exeggutor,diancie,2.0,1.0,520,600,1040.0,600.0,exeggutor
shinx,elgyem,1.0,1.0,263,335,263.0,335.0,elgyem
pelipper,gallade,2.0,0.5,430,518,860.0,259.0,pelipper
prinplup,durant,0.5,0.5,405,484,202.5,242.0,durant
skitty,scrafty,1.0,4.0,260,488,260.0,1952.0,scrafty
lickitung,fraxure,1.0,1.0,385,410,385.0,410.0,fraxure
hoothoot,octillery,1.0,1.0,262,480,262.0,480.0,octillery
cyndaquil,pelipper,0.5,2.0,309,430,154.5,860.0,pelipper
porygon,woobat,1.0,1.0,395,313,395.0,313.0,porygon
jynx,ho-oh,1.0,2.0,455,680,455.0,1360.0,ho-oh
electabuzz,chespin,0.5,1.0,490,313,245.0,313.0,chespin
cranidos,glameow,1.0,0.25,350,310,350.0,77.5,cranidos
eelektross,elgyem,1.0,1.0,515,335,515.0,335.0,eelektross
excadrill,whimsicott,1.0,0.5,508,480,508.0,240.0,excadrill
seel,mareep,1.0,2.0,325,280,325.0,560.0,mareep
lombre,gible,1.0,0.5,340,300,340.0,150.0,lombre
wurmple,florges,0.5,1.0,195,552,97.5,552.0,florges
raichu,scraggy,1.0,2.0,485,348,485.0,696.0,scraggy
relicanth,bastiodon,1.0,1.0,485,495,485.0,495.0,bastiodon
victreebel,abomasnow,1.0,1.0,490,494,490.0,494.0,abomasnow
